OrderID,OrderDate,Region,City,Category,SalesRep,Channel,PaymentMethod,UnitPrice,Quantity,Discount,ShippingCost,CustomerAge,CustomerGender,ReturnFlag,Rating,Revenue,Profit
ORD-10427,2023-06-27 22:00:00,Central,Enugu,Furniture,Rep_27,Online,Card,91.86,4,0.1,126.2,22.0,Male,0,5.0,330.7,142.31
ORD-10428,2023-06-28 08:00:00,South,Kaduna,Sports,Rep_24,Online,Transfer,268.96,2,0.1,625.69,59.0,Male,0,4.0,484.13,187.34
ORD-10429,2023-06-28 18:00:00,North,Lagos,Groceries,Rep_03,In-Store,Transfer,126.86,2,0.1,537.38,39.0,Female,0,4.0,228.35,36.55
ORD-10430,2023-06-29 04:00:00,North,Kano,Groceries,Rep_14,Online,BNPL,70.25,2,0.2,7.69,30.0,Male,0,5.0,112.4,23.66
ORD-10431,2023-06-29 14:00:00,West,Port Harcourt,Beauty,Rep_10,Online,Transfer,75.62,7,0.0,95.8,40.0,Male,0,5.0,529.34,225.48
ORD-10432,2023-06-30 00:00:00,East,Kaduna,Sports,Rep_22,Online,Card,211.19,3,0.0,274.03,28.0,Female,1,4.0,633.57,95.15
ORD-10433,2023-06-30 10:00:00,North,Lagos,Groceries,Rep_07,Wholesale,Card,520.2,7,0.0,442.57,37.0,Male,0,,3641.4,957.74
ORD-10434,2023-06-30 20:00:00,North,Port Harcourt,Furniture,Rep_26,Online,Cash,712.09,4,0.15,743.64,39.0,Male,0,5.0,2421.11,142.44
ORD-10435,2023-07-01 06:00:00,,Kano,Clothing,Rep_17,Online,Card,70.48,5,0.25,358.59,27.0,Female,0,2.0,264.3,78.73
ORD-10436,2023-07-01 16:00:00,North,Kaduna,Clothing,Rep_30,In-Store,Card,180.68,5,0.0,167.51,37.0,Male,0,3.0,903.4,381.26
ORD-10437,2023-07-02 02:00:00,West,Port Harcourt,Groceries,Rep_06,Wholesale,Transfer,398.06,15,0.1,71.44,27.0,Male,0,5.0,5373.81,2170.47
ORD-10438,2023-07-02 12:00:00,West,Enugu,Beauty,Rep_23,In-Store,Cash,284.82,3,0.0,499.54,27.0,Female,0,5.0,854.46,214.29
ORD-10439,2023-07-02 22:00:00,North,Benin City,Beauty,Rep_22,Wholesale,Cash,490.07,2,0.0,81.08,23.0,Female,1,5.0,980.14,303.7
ORD-10440,2023-07-03 08:00:00,North,Enugu,Clothing,Rep_04,In-Store,BNPL,158.43,11,0.1,416.1,31.0,Female,0,4.0,1568.46,435.91
ORD-10441,2023-07-03 18:00:00,Central,Ibadan,Groceries,Rep_17,Online,Cash,873.86,1,0.0,69.98,28.0,Unknown,0,4.0,873.86,67.1
ORD-10442,2023-07-04 04:00:00,South,Ibadan,Electronics,Rep_27,In-Store,Cash,243.66,9,0.05,33.41,41.0,Male,0,5.0,2083.29,236.43
ORD-10443,2023-07-04 14:00:00,South,Port Harcourt,Beauty,Rep_09,Online,Transfer,522.03,1,0.1,101.2,48.0,Unknown,1,,469.83,204.62
ORD-10444,2023-07-05 00:00:00,West,Benin City,Beauty,Rep_04,In-Store,Card,167.21,6,0.1,117.38,,Female,0,5.0,902.93,137.6
ORD-10445,2023-07-05 10:00:00,Central,Lagos,Furniture,Rep_07,Online,Card,259.41,1,0.05,364.66,47.0,Female,0,,246.44,50.22
ORD-10446,2023-07-05 20:00:00,Central,Enugu,Sports,Rep_23,Online,BNPL,49.6,12,0.05,61.39,46.0,Male,0,3.0,565.44,143.38
ORD-10447,2023-07-06 06:00:00,West,Lagos,Furniture,Rep_02,Wholesale,BNPL,105.98,5,0.05,932.28,24.0,Female,0,1.0,503.4,222.33
ORD-10448,2023-07-06 16:00:00,,Benin City,Groceries,Rep_17,Online,Transfer,198.85,3,0.0,282.89,31.0,Male,0,4.0,596.55,194.47
ORD-10449,2023-07-07 02:00:00,North,Lagos,Electronics,Rep_24,Wholesale,Cash,270.44,1,0.1,236.31,56.0,Female,1,4.0,243.4,73.47
ORD-10450,2023-07-07 12:00:00,West,Benin City,Groceries,Rep_08,Online,Transfer,3573.15,3,0.0,199.64,28.0,Male,0,3.0,10719.45,2784.48
ORD-10451,2023-07-07 22:00:00,East,Port Harcourt,Furniture,Rep_23,Online,Card,167.02,6,0.0,292.63,57.0,Female,0,4.0,1002.12,330.97
ORD-10452,2023-07-08 08:00:00,South,Lagos,Furniture,Rep_30,Wholesale,Card,61.77,3,0.05,7.95,30.0,Female,0,4.0,176.04,55.56
ORD-10453,2023-07-08 18:00:00,Central,Enugu,Clothing,Rep_15,In-Store,Cash,1342.76,2,0.15,1614.85,18.0,Male,0,5.0,2282.69,938.5
ORD-10454,2023-07-09 04:00:00,North,Kano,Beauty,Rep_15,In-Store,Cash,719.7,5,0.0,285.38,32.0,Female,0,2.0,3598.5,959.84
ORD-10455,2023-07-09 14:00:00,East,Ibadan,Electronics,Rep_08,Online,Card,76.98,3,0.0,12.54,,Female,0,4.0,230.94,50.48
ORD-10456,2023-07-10 00:00:00,North,Kano,Groceries,Rep_16,In-Store,Card,389.66,1,0.0,312.04,55.0,Female,0,2.0,389.66,145.29
ORD-10457,2023-07-10 10:00:00,East,Lagos,Furniture,Rep_19,In-Store,Card,564.09,1,0.0,201.12,18.0,Male,0,1.0,564.09,208.66
ORD-10458,2023-07-10 20:00:00,,Kano,Furniture,Rep_11,In-Store,Cash,288.25,6,0.05,8.52,45.0,Female,0,3.0,1643.02,193.77
ORD-10459,2023-07-11 06:00:00,North,Enugu,Furniture,Rep_02, Online ,Transfer,338.94,15,0.0,903.94,46.0,Female,0,4.0,5084.1,735.75
ORD-10460,2023-07-11 16:00:00,North,Enugu,Clothing,Rep_23,Wholesale,Cash,130.03,2,0.15,3.72,,Male,0,2.0,221.05,95.82
ORD-10461,2023-07-12 02:00:00,East,Lagos,Electronics,Rep_24,In-Store,Card,404.96,7,0.1,301.86,18.0,Female,0,1.0,2551.25,580.78
ORD-10462,2023-07-12 12:00:00,,Port Harcourt,Furniture,Rep_17,Wholesale,Cash,149.7,1,0.1,1142.64,,Female,0,2.0,134.73,34.74
ORD-10463,2023-07-12 22:00:00,East,Kano,Groceries,Rep_28,In-Store,Cash,17.37,3,0.05,94.95,40.0,Female,1,5.0,49.5,8.62
ORD-10464,2023-07-13 08:00:00,Central,Port Harcourt,Electronics,Rep_26,In-Store,Cash,297.75,4,0.0,102.64,,Male,0,5.0,1191.0,288.73
ORD-10465,2023-07-13 18:00:00,South,Port Harcourt,Furniture,Rep_16,Online,Card,45.79,2,0.0,0.15,,Male,0,2.0,91.58,31.81
ORD-10466,2023-07-14 04:00:00,South,Benin City,Groceries,Rep_25,Online,Cash,674.18,4,0.05,24.03,,Female,0,4.0,2561.88,622.38
ORD-10467,2023-07-14 14:00:00,Central,Abuja,Furniture,Rep_15,Wholesale,BNPL,78.98,10,0.0,16.07,47.0,Female,0,5.0,789.8,138.94
ORD-10468,2023-07-15 00:00:00,North,Lagos,Sports,Rep_13,Online,Card,21.05,13,0.1,605.38,63.0,Female,0,2.0,246.29,21.77
ORD-10469,2023-07-15 10:00:00,Central,Ibadan,Electronics,Rep_15,Online,Card,41.71,1,0.0,634.34,19.0,Male,0,2.0,41.71,17.57
ORD-10470,2023-07-15 20:00:00,North,Enugu,electronics,Rep_27,Online,Cash,234.75,2,0.0,454.01,34.0,Male,0,2.0,469.5,187.17
ORD-10471,2023-07-16 06:00:00,Central,Enugu,Sports,Rep_04,Online,Cash,294.86,16,0.0,152.26,35.0,Female,0,5.0,4717.76,1729.28
ORD-10472,2023-07-16 16:00:00,North,Lagos,Furniture,Rep_16,Wholesale,Card,59.58,2,0.0,602.63,39.0,Female,0,5.0,119.16,39.04
ORD-10473,2023-07-17 02:00:00,,Benin City,Furniture,Rep_30,Wholesale,Card,83.73,6,0.2,271.61,,Male,0,3.0,401.9,102.97
ORD-10474,2023-07-17 12:00:00,East,Kaduna,Sports,Rep_12,In-Store,Card,242.73,2,0.0,127.0,27.0,Female,0,1.0,485.46,198.53
ORD-10475,2023-07-17 22:00:00,Central,Kaduna,Sports,Rep_30,Online,BNPL,646.92,3,0.15,201.24,35.0,Male,0,5.0,1649.65,604.89
ORD-10476,2023-07-18 08:00:00,North,Kaduna,Beauty,Rep_04,In-Store,Transfer,72.96,2,0.05,23.81,56.0,Male,0,4.0,138.62,52.18
ORD-10477,2023-07-18 18:00:00,East,Benin City,Groceries,Rep_03,In-Store,Cash,357.51,9,0.15,1014.57,40.0,Male,0,4.0,2734.95,475.39
ORD-10478,2023-07-19 04:00:00,Central,Ibadan,Groceries,Rep_22,Wholesale,Transfer,43.0,10,0.05,337.84,,Female,0,3.0,408.5,89.62
ORD-10479,2023-07-19 14:00:00,East,Enugu,Groceries,Rep_17,In-Store,Card,335.59,2,0.2,459.87,26.0,Female,0,5.0,536.94,178.65
ORD-10480,2023-07-20 00:00:00,East,Lagos,Electronics,Rep_22,Online,Transfer,521.02,8,0.0,395.08,51.0,Male,1,3.0,4168.16,827.07
ORD-10481,2023-07-20 10:00:00,West,Benin City,Groceries,Rep_18,In-Store,Cash,413.31,3,0.05,385.65,32.0,Female,0,,1177.93,291.64
ORD-10482,2023-07-20 20:00:00,East,Enugu,Clothing,Rep_25,Wholesale,Card,661.43,1,0.0,6.09,18.0,Male,0,3.0,661.43,204.12
ORD-10483,2023-07-21 06:00:00,East,Port Harcourt,Beauty,Rep_18,In-Store,Transfer,618.78,7,0.0,260.83,40.0,Female,0,2.0,4331.46,975.03
ORD-10484,2023-07-21 16:00:00,East,Kano,Groceries,Rep_23,In-Store,Transfer,1551.43,5,0.05,,43.0,Female,1,4.0,7369.29,2706.12
ORD-10485,2023-07-22 02:00:00,Central,Kano,Groceries,Rep_28,Online,Transfer,272.77,2,0.05,15.94,31.0,Male,0,5.0,518.26,50.02
ORD-10486,2023-07-22 12:00:00,North,Benin City,Clothing,Rep_17,In-Store,Card,1556.03,2,0.0,1094.57,,Male,0,,3112.06,1049.46
ORD-10487,2023-07-22 22:00:00,South,Enugu,Electronics,Rep_12,In-Store,BNPL,95.19,15,0.0,193.17,22.0,Female,0,1.0,1427.85,154.33
ORD-10488,2023-07-23 08:00:00,Central,Abuja,Electronics,Rep_23,Online,BNPL,199.27,9,0.1,,34.0,Female,0,4.0,1614.09,686.21
ORD-10489,2023-07-23 18:00:00,Central,Ibadan,Groceries,Rep_21,In-Store,Card,218.11,8,0.05,265.62,30.0,Male,0,5.0,1657.64,291.11
ORD-10490,2023-07-24 04:00:00,East,Kaduna,Electronics,Rep_24,Online,Card,86.25,1,0.0,565.43,40.0,Female,0,5.0,86.25,31.75
ORD-10491,2023-07-24 14:00:00,East,Ibadan,Furniture,Rep_04,Online,Card,23.09,7,0.2,225.36,42.0,Female,0,4.0,129.3,33.43
ORD-10492,2023-07-25 00:00:00,South,Ibadan,Beauty,Rep_12,Online,BNPL,583.65,2,0.2,362.58,30.0,Female,0,,933.84,80.72
ORD-10493,2023-07-25 10:00:00,North,Benin City,Beauty,Rep_26,Online,Cash,96.55,16,0.15,242.54,18.0,Male,1,4.0,1313.08,371.65
ORD-10494,2023-07-25 20:00:00,East,Port Harcourt,Furniture,Rep_23,In-Store,Card,163.89,1,0.15,349.19,52.0,Female,1,4.0,139.31,57.8
ORD-10495,2023-07-26 06:00:00,South,Ibadan,Electronics,Rep_22,Online,Card,1193.43,3,0.0,51.99,42.0,Female,0,5.0,3580.29,404.19
ORD-10496,2023-07-26 16:00:00,East,Kano,Sports,Rep_21,Online,Card,433.58,3,0.25,13.8,43.0,Female,0,4.0,975.56,174.16
ORD-10497,2023-07-27 02:00:00,North,Port Harcourt,Beauty,Rep_20,Wholesale,Cash,1394.39,8,0.0,51.53,40.0,Unknown,0,4.0,11155.12,2517.3
ORD-10498,2023-07-27 12:00:00,Central,Lagos,Electronics,Rep_15,In-Store,Cash,276.04,7,0.0,117.83,48.0,Male,0,4.0,1932.28,309.21
ORD-10499,2023-07-27 22:00:00,Central,Ibadan,Sports,Rep_23,In-Store,BNPL,426.45,3,0.15,102.26,30.0,Female,0,4.0,1087.45,464.9
ORD-10500,2023-07-28 08:00:00,West,Ibadan,Clothing,Rep_28,Online,Cash,192.35,5,0.0,334.24,45.0,Male,1,4.0,961.75,193.31
ORD-10501,2023-07-28 18:00:00,East,Lagos,Sports,Rep_16,In-Store,Transfer,104.72,9,0.05,213.01,43.0,Male,0,4.0,895.36,280.45
ORD-10502,2023-07-29 04:00:00,South,Ibadan,Beauty,Rep_05,Online,Card,424.87,1,0.0,13.85,43.0,Female,0,5.0,424.87,59.3
ORD-10503,2023-07-29 14:00:00,West,Lagos,Electronics,Rep_21,In-Store,Card,158.24,8,0.05,12.42,21.0,Female,0,4.0,1202.62,165.82
ORD-10504,2023-07-30 00:00:00,West,Port Harcourt,Beauty,Rep_15,Online,Cash,466.16,13,0.05,33.23,,Male,0,3.0,5757.08,692.81
ORD-10505,2023-07-30 10:00:00,North,Kano,Furniture,Rep_17,In-Store,Card,138.31,1,0.0,152.44,40.0,Unknown,0,3.0,138.31,30.97
ORD-10506,2023-07-30 20:00:00,Central,Lagos,Beauty,Rep_18,Online,Card,205.33,1,0.0,2.17,,Male,0,4.0,205.33,54.03
ORD-10507,2023-07-31 06:00:00,West,Abuja,Groceries,Rep_05,In-Store,BNPL,222.45,3,0.05,238.42,36.0,Male,0,1.0,633.98,34.42
ORD-10508,2023-07-31 16:00:00,Central,Benin City,Sports,Rep_13,In-Store,Cash,718.36,1,0.05,156.57,48.0,Male,1,4.0,682.44,261.49
ORD-10509,2023-08-01 02:00:00,West,Benin City,Electronics,Rep_19,In-Store,Card,160.08,4,0.0,283.74,18.0,Female,0,4.0,640.32,163.35
ORD-10510,2023-08-01 12:00:00,East,Lagos,Clothing,Rep_30,Online,Card,801.9,7,0.2,446.57,26.0,Female,0,4.0,4490.64,506.92
ORD-10511,2023-08-01 22:00:00,South,Benin City,Electronics,Rep_13,In-Store,Card,99.0,5,0.0,101.14,40.0,Male,0,5.0,495.0,38.07
ORD-10512,2023-08-02 08:00:00,Central,Ibadan,Beauty,Rep_18,Wholesale,BNPL,320.49,2,0.15,59.81,40.0,Male,0,4.0,544.83,41.01
ORD-10513,2023-08-02 18:00:00,Central,Kaduna,Sports,Rep_14,In-Store,Card,123.03,6,0.0,114.03,26.0,Female,0,5.0,738.18,112.98
ORD-10514,2023-08-03 04:00:00,North,Kaduna,Sports,Rep_30,Online,Card,746.76,6,0.0,0.62,46.0,Female,1,4.0,4480.56,1118.87
ORD-10515,2023-08-03 14:00:00,North,Benin City,Beauty,Rep_04,Online,Cash,107.91,12,0.0,44.75,33.0,Male,0,4.0,1294.92,510.32
ORD-10516,2023-08-04 00:00:00,South,Port Harcourt,Electronics,Rep_04,Wholesale,Card,119.49,1,0.0,486.37,33.0,Female,0,3.0,119.49,49.13
ORD-10517,2023-08-04 10:00:00,West,Enugu,Clothing,Rep_20,In-Store,Card,69.66,6,0.0,88.22,34.0,Female,0,4.0,417.96,160.05
ORD-10518,2023-08-04 20:00:00,Central,Port Harcourt,Electronics,Rep_20,In-Store,Card,271.25,11,0.0,1808.53,51.0,Male,0,1.0,2983.75,541.33
ORD-10519,2023-08-05 06:00:00,North,Enugu,Electronics,Rep_19,Wholesale,Card,441.88,4,0.0,64.3,48.0,Male,0,5.0,1767.52,305.11
ORD-10520,2023-08-05 16:00:00,East,Kaduna,Clothing,Rep_13,Wholesale,Card,396.68,3,0.0,544.19,,Female,0,4.0,1190.04,529.55
ORD-10521,2023-08-06 02:00:00,South,Kaduna,Groceries,Rep_12,In-Store,Card,211.83,1,0.05,427.33,42.0,Male,0,4.0,201.24,64.9
ORD-10522,2023-08-06 12:00:00,Central,Lagos,Clothing,Rep_07,Online,Transfer,126.4,9,0.2,136.08,58.0,male,1,3.0,910.08,156.52
ORD-10523,2023-08-06 22:00:00,West,Kano,Electronics,Rep_25,Online,Card,185.18,3,0.0,140.55,38.0,Male,0,4.0,555.54,100.9
ORD-10524,2023-08-07 08:00:00,West,Abuja,Electronics,Rep_12,In-Store,Transfer,192.38,12,0.1,290.18,33.0,Female,1,4.0,2077.7,465.11
ORD-10525,2023-08-07 18:00:00,East,Port Harcourt,Electronics,Rep_21,Online,Transfer,315.01,9,0.1,669.58,30.0,Male,0,4.0,2551.58,762.21
ORD-10526,2023-08-08 04:00:00,South,Ibadan,Beauty,Rep_04,Online,Cash,294.08,3,0.05,170.82,33.0,Unknown,0,5.0,838.13,342.96
ORD-10527,2023-08-08 14:00:00,South,Enugu,Sports,Rep_27,Online,Card,1393.7,5,0.15,22.1,33.0,Female,0,5.0,5923.22,766.01
ORD-10528,2023-08-09 00:00:00,North,Benin City,Beauty,Rep_02,Online,Card,254.59,1,0.2,,27.0,Female,1,3.0,203.67,17.06
ORD-10529,2023-08-09 10:00:00,Central,Ibadan,Groceries,Rep_02,In-Store,Transfer,351.01,2,0.0,81.31,28.0,Male,0,4.0,702.02,149.04
ORD-10530,2023-08-09 20:00:00,West,Kano,Clothing,Rep_05,In-Store,Cash,262.82,7,0.1,980.1,42.0,Female,0,4.0,1655.77,245.36
ORD-10531,2023-08-10 06:00:00,Central,Enugu,Sports,Rep_23,In-Store,Cash,176.49,6,0.1,418.22,29.0,Female,1,5.0,953.05,267.25
ORD-10532,2023-08-10 16:00:00,Central,Port Harcourt,Clothing,Rep_10,Online,Card,348.65,3,0.0,18.26,18.0,Female,0,5.0,1045.95,344.84
ORD-10533,2023-08-11 02:00:00,East,Lagos,Clothing,Rep_10,Wholesale,BNPL,160.67,8,0.0,121.35,18.0,Male,0,3.0,1285.36,224.03
ORD-10534,2023-08-11 12:00:00,West,Ibadan,Clothing,Rep_09,Online,Card,230.85,2,0.2,18.03,18.0,Female,0,5.0,369.36,119.74
ORD-10535,2023-08-11 22:00:00,Central,Kano,Electronics,Rep_13,In-Store,Card,779.98,4,0.1,620.22,18.0,Female,0,3.0,2807.93,525.81
ORD-10536,2023-08-12 08:00:00,West,Port Harcourt,Clothing,Rep_07,Wholesale,Cash,150.6,4,0.0,828.67,21.0,Male,0,5.0,602.4,183.12
ORD-10537,2023-08-12 18:00:00,North,Kaduna,Clothing,Rep_05,Online,Card,360.45,3,0.0,41.68,23.0,Male,0,3.0,1081.35,327.89
ORD-10538,2023-08-13 04:00:00,East,Kaduna,Furniture,Rep_26,In-Store,Cash,20.46,13,0.2,203.12,38.0,Male,0,,212.78,34.31
ORD-10539,2023-08-13 14:00:00,North,Port Harcourt,Electronics,Rep_10,Wholesale,Transfer,203.29,6,0.0,940.29,20.0,Male,0,5.0,1219.74,371.15
ORD-10540,2023-08-14 00:00:00,Central,Port Harcourt,Electronics,Rep_10,Online,Transfer,149.59,4,0.1,54.92,24.0,Female,0,4.0,538.52,108.99
ORD-10541,2023-08-14 10:00:00,East,Port Harcourt,Sports,Rep_06,In-Store,Transfer,275.96,4,0.0,120.81,18.0,Female,0,5.0,1103.84,203.75
ORD-10542,2023-08-14 20:00:00,North,Enugu,Electronics,Rep_27,In-Store,Cash,193.21,1,0.0,126.98,27.0,Male,0,3.0,193.21,32.02
ORD-10543,2023-08-15 06:00:00,West,Port Harcourt,Clothing,Rep_28,Online,Cash,281.89,3,0.0,10.68,44.0,Female,0,4.0,845.67,159.2
ORD-10544,2023-08-15 16:00:00,,Ibadan,Sports,Rep_19,In-Store,Card,167.56,6,0.0,12.93,35.0,Male,0,5.0,1005.36,366.65
ORD-10545,2023-08-16 02:00:00,South,Kano,Electronics,Rep_21,Wholesale,Cash,360.08,12,0.0,1068.62,36.0,Male,0,1.0,4320.96,639.81
ORD-10546,2023-08-16 12:00:00,North,Enugu,Electronics,Rep_08,In-Store,Card,44.05,8,0.05,296.28,35.0,Male,0,3.0,334.78,108.07
ORD-10547,2023-08-16 22:00:00,West,Port Harcourt,Groceries,Rep_01,Online,Card,273.53,2,0.05,128.18,20.0,Male,0,1.0,519.71,213.21
ORD-10548,2023-08-17 08:00:00,East,Abuja,Clothing,Rep_28,Online,Card,95.86,3,0.0,166.57,30.0,Female,0,5.0,287.58,54.69
ORD-10549,2023-08-17 18:00:00,West,Benin City,Groceries,Rep_17,In-Store,Cash,786.72,1,0.1,439.15,38.0,Male,0,5.0,708.05,43.76
ORD-10550,2023-08-18 04:00:00,East,Abuja,Sports,Rep_07,Online,Cash,94.33,1,0.05,159.78,,Female,0,4.0,89.61,5.36
ORD-10551,2023-08-18 14:00:00,Central,Kano,Electronics,Rep_14,In-Store,Transfer,661.97,4,0.0,90.46,,Male,0,3.0,2647.88,280.15
ORD-10552,2023-08-19 00:00:00,East,Kaduna,Groceries,Rep_21,In-Store,Card,241.89,4,0.0,37.59,46.0,Unknown,0,2.0,967.56,90.97
ORD-10553,2023-08-19 10:00:00,East,Lagos,Groceries,Rep_30,In-Store,BNPL,39.3,2,0.0,456.89,22.0,Female,0,4.0,78.6,27.45
ORD-10554,2023-08-19 20:00:00,Central,Lagos,Electronics,Rep_21,In-Store,Transfer,101.87,6,0.2,69.7,18.0,Male,0,5.0,488.98,82.12
ORD-10555,2023-08-20 06:00:00,South,Benin City,Furniture,Rep_17,Online,Cash,571.24,6,0.1,25.27,18.0,Male,0,4.0,3084.7,959.35
ORD-10556,2023-08-20 16:00:00,North,Kaduna,Clothing,Rep_09,Online,Cash,539.7,2,0.0,194.88,45.0,Male,0,4.0,1079.4,72.3
ORD-10557,2023-08-21 02:00:00,North,Enugu,Groceries,Rep_17,Online,Card,66.73,7,0.1,14.13,18.0,Female,1,4.0,420.4,70.75
ORD-10558,2023-08-21 12:00:00,West,Enugu,Electronics,Rep_05,In-Store,Transfer,1167.78,2,0.0,1173.32,48.0,Male,0,5.0,2335.56,335.52
ORD-10559,2023-08-21 22:00:00,East,Enugu,Groceries,Rep_26,In-Store,Cash,238.75,5,0.0,345.44,30.0,Female,0,4.0,1193.75,191.9
ORD-10560,2023-08-22 08:00:00,West,Lagos,Clothing,Rep_25,In-Store,BNPL,592.79,8,0.05,57.99,55.0,Male,0,5.0,4505.2,568.95
ORD-10561,2023-08-22 18:00:00,North,Abuja,Sports,Rep_30,In-Store,Cash,72.83,4,0.1,66.25,,Male,0,1.0,262.19,77.91
ORD-10562,2023-08-23 04:00:00,North,Lagos,Electronics,Rep_20,Wholesale,Transfer,155.1,11,0.0,295.25,,Male,1,,1706.1,537.54
ORD-10563,2023-08-23 14:00:00,North,Ibadan,Groceries,Rep_29,Online,Transfer,370.89,1,0.15,154.33,36.0,Male,0,4.0,315.26,34.49
ORD-10564,2023-08-24 00:00:00,South,Port Harcourt,Groceries,Rep_08,Online,Card,178.9,5,0.0,,30.0,Female,0,,894.5,309.91
ORD-10565,2023-08-24 10:00:00,East,Enugu,Sports,Rep_06,Online,Card,13.19,5,0.0,276.23,40.0,Male,0,4.0,65.95,9.89
ORD-10566,2023-08-24 20:00:00,South,Abuja,Groceries,Rep_11,In-Store,Cash,202.19,6,0.25,198.79,22.0,Female,0,1.0,909.85,148.46
ORD-10567,2023-08-25 06:00:00,South,Kano,Furniture,Rep_19,Online,Cash,34.31,9,0.05,1153.71,37.0,Female,1,3.0,293.35,111.92
ORD-10568,2023-08-25 16:00:00,Central,Benin City,Sports,Rep_04,In-Store,Card,83.87,7,0.15,173.42,26.0,Male,0,5.0,499.03,204.84
ORD-10569,2023-08-26 02:00:00,South,Kano,Sports,Rep_18,In-Store,Transfer,60.17,8,0.15,179.15,33.0,Male,0,3.0,409.16,155.44
ORD-10570,2023-08-26 12:00:00,East,Port Harcourt,Clothing,Rep_01,Wholesale,Cash,759.42,2,0.2,383.58,18.0,Male,0,5.0,1215.07,132.57
ORD-10571,2023-08-26 22:00:00,West,Abuja,Groceries,Rep_13,Wholesale,BNPL,1039.35,3,0.0,580.3,45.0,Female,0,4.0,3118.05,1402.21
ORD-10572,2023-08-27 08:00:00,South,Lagos,Sports,Rep_14,Online,Transfer,344.32,5,0.0,344.43,31.0,Male,0,4.0,1721.6,548.95
ORD-10573,2023-08-27 18:00:00,,Lagos,Beauty,Rep_24,In-Store,Cash,194.4,5,0.1,419.77,46.0,Male,1,5.0,874.8,222.43
ORD-10574,2023-08-28 04:00:00,Central,Ibadan,Beauty,Rep_01,In-Store,BNPL,251.73,14,0.05,163.34,26.0,Male,0,5.0,3348.01,1446.13
ORD-10575,2023-08-28 14:00:00,Central,Ibadan,Clothing,Rep_30,Online,Cash,758.89,2,0.05,228.54,,Male,1,4.0,1441.89,543.52
ORD-10576,2023-08-29 00:00:00,North,Lagos,Electronics,Rep_29,Online,Transfer,33.67,3,0.0,76.81,,Unknown,1,2.0,101.01,33.0
ORD-10577,2023-08-29 10:00:00,Central,Kano,Groceries,Rep_11,In-Store,Card,83.5,5,0.0,399.07,21.0,Female,0,5.0,417.5,160.89
ORD-10578,2023-08-29 20:00:00,East,Benin City,Sports,Rep_17,Online,Card,667.84,10,0.05,87.61,,Male,0,5.0,6344.48,1295.46
ORD-10579,2023-08-30 06:00:00,South,Enugu,Groceries,Rep_04,In-Store,Cash,822.44,12,0.0,0.44,45.0,Female,0,5.0,9869.28,3195.43
ORD-10580,2023-08-30 16:00:00,East,Kano,Groceries,Rep_26,In-Store,Cash,441.3,3,0.0,950.08,51.0,Female,0,5.0,1323.9,167.12
ORD-10581,2023-08-31 02:00:00,Central,Benin City,Sports,Rep_12,Online,Cash,86.06,1,0.0,127.86,35.0,Male,0,3.0,86.06,38.31
ORD-10582,2023-08-31 12:00:00,East,Ibadan,Clothing,Rep_10,In-Store,Cash,658.23,3,0.0,76.63,23.0,Female,0,5.0,1974.69,563.96
ORD-10583,2023-08-31 22:00:00,South,Port Harcourt,Sports,Rep_06,Online,Card,954.73,3,0.1,109.26,31.0,Male,0,1.0,2577.77,968.46
ORD-10584,2023-09-01 08:00:00,East,Benin City,Groceries,Rep_25,In-Store,BNPL,501.82,17,0.1,140.4,59.0,Female,0,3.0,7677.85,1634.89
ORD-10585,2023-09-01 18:00:00,North,Lagos,Clothing,Rep_01,Online,Cash,20.21,3,0.0,225.22,19.0,Female,0,1.0,60.63,21.43
ORD-10586,2023-09-02 04:00:00,North,Ibadan,Groceries,Rep_07,Wholesale,Cash,277.16,2,0.0,25.16,41.0,Unknown,0,2.0,554.32,113.61
ORD-10587,2023-09-02 14:00:00,North,Ibadan,Sports,Rep_26,Online,Cash,439.33,3,0.05,18.94,37.0,Male,0,4.0,1252.09,358.1
ORD-10588,2023-09-03 00:00:00,North,Enugu,Electronics,Rep_27,Online,Transfer,146.11,3,0.0,121.31,21.0,Female,0,1.0,438.33,158.35
ORD-10589,2023-09-03 10:00:00,North,Lagos,Electronics,Rep_21,Online,BNPL,294.91,8,0.15,122.73,,Male,0,3.0,2005.39,193.7
ORD-10590,2023-09-03 20:00:00,North,Enugu,Beauty,Rep_28,Online,Cash,146.43,1,0.1,43.81,,Male,0,3.0,131.79,25.4
ORD-10591,2023-09-04 06:00:00,East,Lagos,Electronics,Rep_16,Online,Card,103.38,2,0.15,181.6,,Unknown,0,4.0,175.75,47.1
ORD-10592,2023-09-04 16:00:00,North,Enugu,Groceries,Rep_24,In-Store,Cash,1108.31,14,0.05,116.94,40.0,Female,0,4.0,14740.52,2706.35
ORD-10593,2023-09-05 02:00:00,South,Benin City,Groceries,Rep_14,In-Store,Cash,303.41,1,0.0,9.24,19.0,Male,0,4.0,303.41,52.69
ORD-10594,2023-09-05 12:00:00,Central,Kano,Groceries,Rep_23,Online,Transfer,80.97,7,0.05,759.19,42.0,Female,0,5.0,538.45,87.59
ORD-10595,2023-09-05 22:00:00,East,Port Harcourt,Furniture,Rep_20,Online,Card,61.77,3,0.0,760.1,27.0,Male,0,4.0,185.31,26.15
